crimes,temp,type
2327,55,ASSAULT
6549,55,BATTERY
2205,55,BURGLARY
3,55,"CONCEALED CARRY LICENSE VIOLATION"
150,55,"CRIM SEXUAL ASSAULT"
4174,55,"CRIMINAL DAMAGE"
897,55,"CRIMINAL TRESPASS"
1643,55,"DECEPTIVE PRACTICE"
59,55,GAMBLING
58,55,HOMICIDE
2,55,"HUMAN TRAFFICKING"
110,55,"INTERFERENCE WITH PUBLIC OFFICER"
12,55,INTIMIDATION
30,55,KIDNAPPING
64,55,"LIQUOR LAW VIOLATION"
1657,55,"MOTOR VEHICLE THEFT"
2978,55,NARCOTICS
1,55,"NON - CRIMINAL"
2,55,NON-CRIMINAL
4,55,OBSCENITY
277,55,"OFFENSE INVOLVING CHILDREN"
2049,55,"OTHER OFFENSE"
143,55,PROSTITUTION
4,55,"PUBLIC INDECENCY"
314,55,"PUBLIC PEACE VIOLATION"
1389,55,ROBBERY
102,55,"SEX OFFENSE"
24,55,STALKING
7998,55,THEFT
485,55,"WEAPONS VIOLATION"
47,56,ARSON
2405,56,ASSAULT
7152,56,BATTERY
2030,56,BURGLARY
4,56,"CONCEALED CARRY LICENSE VIOLATION"
169,56,"CRIM SEXUAL ASSAULT"
4357,56,"CRIMINAL DAMAGE"
907,56,"CRIMINAL TRESPASS"
1658,56,"DECEPTIVE PRACTICE"
64,56,GAMBLING
80,56,HOMICIDE
1,56,"HUMAN TRAFFICKING"
147,56,"INTERFERENCE WITH PUBLIC OFFICER"
21,56,INTIMIDATION
28,56,KIDNAPPING
64,56,"LIQUOR LAW VIOLATION"
1577,56,"MOTOR VEHICLE THEFT"
3365,56,NARCOTICS
4,56,NON-CRIMINAL
3,56,OBSCENITY
263,56,"OFFENSE INVOLVING CHILDREN"
2185,56,"OTHER OFFENSE"
177,56,PROSTITUTION
1,56,"PUBLIC INDECENCY"
338,56,"PUBLIC PEACE VIOLATION"
1421,56,ROBBERY
111,56,"SEX OFFENSE"
22,56,STALKING
8070,56,THEFT
478,56,"WEAPONS VIOLATION"
68,57,ARSON
3034,57,ASSAULT
7993,57,BATTERY
3037,57,BURGLARY
6,57,"CONCEALED CARRY LICENSE VIOLATION"
222,57,"CRIM SEXUAL ASSAULT"
4869,57,"CRIMINAL DAMAGE"
1175,57,"CRIMINAL TRESPASS"
2198,57,"DECEPTIVE PRACTICE"
107,57,GAMBLING
76,57,HOMICIDE
1,57,"HUMAN TRAFFICKING"
186,57,"INTERFERENCE WITH PUBLIC OFFICER"
22,57,INTIMIDATION
30,57,KIDNAPPING
51,57,"LIQUOR LAW VIOLATION"
2002,57,"MOTOR VEHICLE THEFT"
4096,57,NARCOTICS
1,57,"NON - CRIMINAL"
1,57,NON-CRIMINAL
7,57,OBSCENITY
360,57,"OFFENSE INVOLVING CHILDREN"
1,57,"OTHER NARCOTIC VIOLATION"
2834,57,"OTHER OFFENSE"
224,57,PROSTITUTION
1,57,"PUBLIC INDECENCY"
406,57,"PUBLIC PEACE VIOLATION"
1762,57,ROBBERY
167,57,"SEX OFFENSE"
25,57,STALKING
10429,57,THEFT
588,57,"WEAPONS VIOLATION"
49,58,ARSON
2377,58,ASSAULT
6388,58,BATTERY
1986,58,BURGLARY
3,58,"CONCEALED CARRY LICENSE VIOLATION"
162,58,"CRIM SEXUAL ASSAULT"
3756,58,"CRIMINAL DAMAGE"
845,58,"CRIMINAL TRESPASS"
1696,58,"DECEPTIVE PRACTICE"
47,58,GAMBLING
69,58,HOMICIDE
143,58,"INTERFERENCE WITH PUBLIC OFFICER"
20,58,INTIMIDATION
21,58,KIDNAPPING
41,58,"LIQUOR LAW VIOLATION"
1395,58,"MOTOR VEHICLE THEFT"
2851,58,NARCOTICS
1,58,NON-CRIMINAL
9,58,OBSCENITY
222,58,"OFFENSE INVOLVING CHILDREN"
2,58,"OTHER NARCOTIC VIOLATION"
1940,58,"OTHER OFFENSE"
145,58,PROSTITUTION
305,58,"PUBLIC PEACE VIOLATION"
1436,58,ROBBERY
103,58,"SEX OFFENSE"
14,58,STALKING
7651,58,THEFT
490,58,"WEAPONS VIOLATION"
55,59,ARSON
2097,59,ASSAULT
5416,59,BATTERY
1824,59,BURGLARY
6,59,"CONCEALED CARRY LICENSE VIOLATION"
147,59,"CRIM SEXUAL ASSAULT"
3344,59,"CRIMINAL DAMAGE"
767,59,"CRIMINAL TRESPASS"
1467,59,"DECEPTIVE PRACTICE"
61,59,GAMBLING
67,59,HOMICIDE
1,59,"HUMAN TRAFFICKING"
119,59,"INTERFERENCE WITH PUBLIC OFFICER"
22,59,INTIMIDATION
13,59,KIDNAPPING
44,59,"LIQUOR LAW VIOLATION"
1302,59,"MOTOR VEHICLE THEFT"
2641,59,NARCOTICS
1,59,"NON - CRIMINAL"
1,59,NON-CRIMINAL
3,59,OBSCENITY
201,59,"OFFENSE INVOLVING CHILDREN"
1804,59,"OTHER OFFENSE"
210,59,PROSTITUTION
286,59,"PUBLIC PEACE VIOLATION"
1123,59,ROBBERY
117,59,"SEX OFFENSE"
27,59,STALKING
6832,59,THEFT
479,59,"WEAPONS VIOLATION"
72,60,ARSON
2550,60,ASSAULT
7124,60,BATTERY
2342,60,BURGLARY
2,60,"CONCEALED CARRY LICENSE VIOLATION"
199,60,"CRIM SEXUAL ASSAULT"
4332,60,"CRIMINAL DAMAGE"
927,60,"CRIMINAL TRESPASS"
1728,60,"DECEPTIVE PRACTICE"
89,60,GAMBLING
72,60,HOMICIDE
1,60,"HUMAN TRAFFICKING"
143,60,"INTERFERENCE WITH PUBLIC OFFICER"
24,60,INTIMIDATION
30,60,KIDNAPPING
53,60,"LIQUOR LAW VIOLATION"
1599,60,"MOTOR VEHICLE THEFT"
3239,60,NARCOTICS
1,60,"NON - CRIMINAL"
4,60,NON-CRIMINAL
6,60,OBSCENITY
284,60,"OFFENSE INVOLVING CHILDREN"
2241,60,"OTHER OFFENSE"
164,60,PROSTITUTION
2,60,"PUBLIC INDECENCY"
341,60,"PUBLIC PEACE VIOLATION"
1586,60,ROBBERY
142,60,"SEX OFFENSE"
19,60,STALKING
8786,60,THEFT
508,60,"WEAPONS VIOLATION"
76,61,ARSON
3512,61,ASSAULT
9156,61,BATTERY
2995,61,BURGLARY
10,61,"CONCEALED CARRY LICENSE VIOLATION"
213,61,"CRIM SEXUAL ASSAULT"
5453,61,"CRIMINAL DAMAGE"
1271,61,"CRIMINAL TRESPASS"
2292,61,"DECEPTIVE PRACTICE"
100,61,GAMBLING
92,61,HOMICIDE
1,61,"HUMAN TRAFFICKING"
176,61,"INTERFERENCE WITH PUBLIC OFFICER"
29,61,INTIMIDATION
40,61,KIDNAPPING
71,61,"LIQUOR LAW VIOLATION"
2206,61,"MOTOR VEHICLE THEFT"
4336,61,NARCOTICS
2,61,NON-CRIMINAL
1,61,"NON-CRIMINAL (SUBJECT SPECIFIED)"
6,61,OBSCENITY
345,61,"OFFENSE INVOLVING CHILDREN"
1,61,"OTHER NARCOTIC VIOLATION"
2909,61,"OTHER OFFENSE"
235,61,PROSTITUTION
4,61,"PUBLIC INDECENCY"
489,61,"PUBLIC PEACE VIOLATION"
2025,61,ROBBERY
170,61,"SEX OFFENSE"
31,61,STALKING
11217,61,THEFT
712,61,"WEAPONS VIOLATION"
52,62,ARSON
2525,62,ASSAULT
7176,62,BATTERY
2334,62,BURGLARY
4,62,"CONCEALED CARRY LICENSE VIOLATION"
173,62,"CRIM SEXUAL ASSAULT"
4135,62,"CRIMINAL DAMAGE"
958,62,"CRIMINAL TRESPASS"
2003,62,"DECEPTIVE PRACTICE"
90,62,GAMBLING
62,62,HOMICIDE
144,62,"INTERFERENCE WITH PUBLIC OFFICER"
16,62,INTIMIDATION
40,62,KIDNAPPING
54,62,"LIQUOR LAW VIOLATION"
1694,62,"MOTOR VEHICLE THEFT"
3418,62,NARCOTICS
3,62,"NON - CRIMINAL"
3,62,NON-CRIMINAL
7,62,OBSCENITY
264,62,"OFFENSE INVOLVING CHILDREN"
2278,62,"OTHER OFFENSE"
185,62,PROSTITUTION
2,62,"PUBLIC INDECENCY"
367,62,"PUBLIC PEACE VIOLATION"
1552,62,ROBBERY
128,62,"SEX OFFENSE"
18,62,STALKING
8726,62,THEFT
533,62,"WEAPONS VIOLATION"
78,63,ARSON
3005,63,ASSAULT
8022,63,BATTERY
2540,63,BURGLARY
3,63,"CONCEALED CARRY LICENSE VIOLATION"
176,63,"CRIM SEXUAL ASSAULT"
4662,63,"CRIMINAL DAMAGE"
1080,63,"CRIMINAL TRESPASS"
2020,63,"DECEPTIVE PRACTICE"
110,63,GAMBLING
92,63,HOMICIDE
1,63,"HUMAN TRAFFICKING"
155,63,"INTERFERENCE WITH PUBLIC OFFICER"
31,63,INTIMIDATION
26,63,KIDNAPPING
63,63,"LIQUOR LAW VIOLATION"
1814,63,"MOTOR VEHICLE THEFT"
3804,63,NARCOTICS
2,63,"NON - CRIMINAL"
4,63,NON-CRIMINAL
4,63,OBSCENITY
318,63,"OFFENSE INVOLVING CHILDREN"
2465,63,"OTHER OFFENSE"
219,63,PROSTITUTION
6,63,"PUBLIC INDECENCY"
398,63,"PUBLIC PEACE VIOLATION"
1701,63,ROBBERY
148,63,"SEX OFFENSE"
31,63,STALKING
9648,63,THEFT
596,63,"WEAPONS VIOLATION"
75,64,ARSON
3551,64,ASSAULT
9650,64,BATTERY
3325,64,BURGLARY
7,64,"CONCEALED CARRY LICENSE VIOLATION"
207,64,"CRIM SEXUAL ASSAULT"
5785,64,"CRIMINAL DAMAGE"
1359,64,"CRIMINAL TRESPASS"
2372,64,"DECEPTIVE PRACTICE"
151,64,GAMBLING
84,64,HOMICIDE
1,64,"HUMAN TRAFFICKING"
207,64,"INTERFERENCE WITH PUBLIC OFFICER"
20,64,INTIMIDATION
40,64,KIDNAPPING
84,64,"LIQUOR LAW VIOLATION"
2357,64,"MOTOR VEHICLE THEFT"
4675,64,NARCOTICS
2,64,"NON - CRIMINAL"
1,64,NON-CRIMINAL
9,64,OBSCENITY
370,64,"OFFENSE INVOLVING CHILDREN"
1,64,"OTHER NARCOTIC VIOLATION"
3212,64,"OTHER OFFENSE"
322,64,PROSTITUTION
4,64,"PUBLIC INDECENCY"
567,64,"PUBLIC PEACE VIOLATION"
2084,64,ROBBERY
199,64,"SEX OFFENSE"
33,64,STALKING
12441,64,THEFT
747,64,"WEAPONS VIOLATION"
60,65,ARSON
2346,65,ASSAULT
6178,65,BATTERY
2041,65,BURGLARY
6,65,"CONCEALED CARRY LICENSE VIOLATION"
176,65,"CRIM SEXUAL ASSAULT"
3559,65,"CRIMINAL DAMAGE"
843,65,"CRIMINAL TRESPASS"
1737,65,"DECEPTIVE PRACTICE"
79,65,GAMBLING
62,65,HOMICIDE
1,65,"HUMAN TRAFFICKING"
138,65,"INTERFERENCE WITH PUBLIC OFFICER"
10,65,INTIMIDATION
19,65,KIDNAPPING
46,65,"LIQUOR LAW VIOLATION"
1407,65,"MOTOR VEHICLE THEFT"
2838,65,NARCOTICS
1,65,NON-CRIMINAL
5,65,OBSCENITY
272,65,"OFFENSE INVOLVING CHILDREN"
1,65,"OTHER NARCOTIC VIOLATION"
2074,65,"OTHER OFFENSE"
153,65,PROSTITUTION
3,65,"PUBLIC INDECENCY"
296,65,"PUBLIC PEACE VIOLATION"
1308,65,ROBBERY
108,65,"SEX OFFENSE"
19,65,STALKING
7888,65,THEFT
515,65,"WEAPONS VIOLATION"
83,66,ARSON
3276,66,ASSAULT
9027,66,BATTERY
2950,66,BURGLARY
13,66,"CONCEALED CARRY LICENSE VIOLATION"
232,66,"CRIM SEXUAL ASSAULT"
5385,66,"CRIMINAL DAMAGE"
1341,66,"CRIMINAL TRESPASS"
2571,66,"DECEPTIVE PRACTICE"
137,66,GAMBLING
99,66,HOMICIDE
2,66,"HUMAN TRAFFICKING"
239,66,"INTERFERENCE WITH PUBLIC OFFICER"
26,66,INTIMIDATION
37,66,KIDNAPPING
67,66,"LIQUOR LAW VIOLATION"
2010,66,"MOTOR VEHICLE THEFT"
4079,66,NARCOTICS
3,66,NON-CRIMINAL
8,66,OBSCENITY
370,66,"OFFENSE INVOLVING CHILDREN"
2,66,"OTHER NARCOTIC VIOLATION"
2976,66,"OTHER OFFENSE"
275,66,PROSTITUTION
2,66,"PUBLIC INDECENCY"
420,66,"PUBLIC PEACE VIOLATION"
1999,66,ROBBERY
160,66,"SEX OFFENSE"
27,66,STALKING
11765,66,THEFT
742,66,"WEAPONS VIOLATION"
61,67,ARSON
3148,67,ASSAULT
8723,67,BATTERY
2636,67,BURGLARY
2,67,"CONCEALED CARRY LICENSE VIOLATION"
215,67,"CRIM SEXUAL ASSAULT"
5011,67,"CRIMINAL DAMAGE"
1155,67,"CRIMINAL TRESPASS"
2061,67,"DECEPTIVE PRACTICE"
110,67,GAMBLING
95,67,HOMICIDE
203,67,"INTERFERENCE WITH PUBLIC OFFICER"
18,67,INTIMIDATION
36,67,KIDNAPPING
61,67,"LIQUOR LAW VIOLATION"
1806,67,"MOTOR VEHICLE THEFT"
3688,67,NARCOTICS
2,67,"NON - CRIMINAL"
1,67,NON-CRIMINAL
11,67,OBSCENITY
266,67,"OFFENSE INVOLVING CHILDREN"
2715,67,"OTHER OFFENSE"
216,67,PROSTITUTION
419,67,"PUBLIC PEACE VIOLATION"
1801,67,ROBBERY
153,67,"SEX OFFENSE"
24,67,STALKING
10488,67,THEFT
605,67,"WEAPONS VIOLATION"
61,68,ARSON
2927,68,ASSAULT
7990,68,BATTERY
2548,68,BURGLARY
7,68,"CONCEALED CARRY LICENSE VIOLATION"
200,68,"CRIM SEXUAL ASSAULT"
4620,68,"CRIMINAL DAMAGE"
1148,68,"CRIMINAL TRESPASS"
2150,68,"DECEPTIVE PRACTICE"
96,68,GAMBLING
94,68,HOMICIDE
181,68,"INTERFERENCE WITH PUBLIC OFFICER"
36,68,INTIMIDATION
26,68,KIDNAPPING
54,68,"LIQUOR LAW VIOLATION"
1791,68,"MOTOR VEHICLE THEFT"
3532,68,NARCOTICS
1,68,"NON - CRIMINAL"
3,68,NON-CRIMINAL
2,68,OBSCENITY
299,68,"OFFENSE INVOLVING CHILDREN"
2,68,"OTHER NARCOTIC VIOLATION"
2435,68,"OTHER OFFENSE"
228,68,PROSTITUTION
3,68,"PUBLIC INDECENCY"
408,68,"PUBLIC PEACE VIOLATION"
1700,68,ROBBERY
148,68,"SEX OFFENSE"
32,68,STALKING
9879,68,THEFT
596,68,"WEAPONS VIOLATION"
87,69,ARSON
4101,69,ASSAULT
11639,69,BATTERY
3685,69,BURGLARY
8,69,"CONCEALED CARRY LICENSE VIOLATION"
285,69,"CRIM SEXUAL ASSAULT"
6665,69,"CRIMINAL DAMAGE"
1547,69,"CRIMINAL TRESPASS"
2540,69,"DECEPTIVE PRACTICE"
177,69,GAMBLING
113,69,HOMICIDE
1,69,"HUMAN TRAFFICKING"
256,69,"INTERFERENCE WITH PUBLIC OFFICER"
26,69,INTIMIDATION
40,69,KIDNAPPING
91,69,"LIQUOR LAW VIOLATION"
2759,69,"MOTOR VEHICLE THEFT"
5217,69,NARCOTICS
1,69,"NON - CRIMINAL"
3,69,NON-CRIMINAL
7,69,OBSCENITY
354,69,"OFFENSE INVOLVING CHILDREN"
3,69,"OTHER NARCOTIC VIOLATION"
3379,69,"OTHER OFFENSE"
388,69,PROSTITUTION
4,69,"PUBLIC INDECENCY"
580,69,"PUBLIC PEACE VIOLATION"
2392,69,ROBBERY
214,69,"SEX OFFENSE"
31,69,STALKING
14164,69,THEFT
871,69,"WEAPONS VIOLATION"
97,70,ARSON
3832,70,ASSAULT
10859,70,BATTERY
2975,70,BURGLARY
8,70,"CONCEALED CARRY LICENSE VIOLATION"
304,70,"CRIM SEXUAL ASSAULT"
6208,70,"CRIMINAL DAMAGE"
1346,70,"CRIMINAL TRESPASS"
2598,70,"DECEPTIVE PRACTICE"
135,70,GAMBLING
143,70,HOMICIDE
4,70,"HUMAN TRAFFICKING"
216,70,"INTERFERENCE WITH PUBLIC OFFICER"
20,70,INTIMIDATION
40,70,KIDNAPPING
99,70,"LIQUOR LAW VIOLATION"
2337,70,"MOTOR VEHICLE THEFT"
4537,70,NARCOTICS
3,70,"NON - CRIMINAL"
5,70,NON-CRIMINAL
1,70,"NON-CRIMINAL (SUBJECT SPECIFIED)"
10,70,OBSCENITY
409,70,"OFFENSE INVOLVING CHILDREN"
1,70,"OTHER NARCOTIC VIOLATION"
3213,70,"OTHER OFFENSE"
236,70,PROSTITUTION
2,70,"PUBLIC INDECENCY"
589,70,"PUBLIC PEACE VIOLATION"
2181,70,ROBBERY
192,70,"SEX OFFENSE"
56,70,STALKING
12981,70,THEFT
769,70,"WEAPONS VIOLATION"
75,71,ARSON
3632,71,ASSAULT
9850,71,BATTERY
3039,71,BURGLARY
7,71,"CONCEALED CARRY LICENSE VIOLATION"
257,71,"CRIM SEXUAL ASSAULT"
5710,71,"CRIMINAL DAMAGE"
1263,71,"CRIMINAL TRESPASS"
2539,71,"DECEPTIVE PRACTICE"
140,71,GAMBLING
93,71,HOMICIDE
238,71,"INTERFERENCE WITH PUBLIC OFFICER"
28,71,INTIMIDATION
55,71,KIDNAPPING
77,71,"LIQUOR LAW VIOLATION"
2156,71,"MOTOR VEHICLE THEFT"
4434,71,NARCOTICS
6,71,NON-CRIMINAL
5,71,OBSCENITY
373,71,"OFFENSE INVOLVING CHILDREN"
3165,71,"OTHER OFFENSE"
300,71,PROSTITUTION
2,71,"PUBLIC INDECENCY"
494,71,"PUBLIC PEACE VIOLATION"
2121,71,ROBBERY
187,71,"SEX OFFENSE"
34,71,STALKING
12218,71,THEFT
803,71,"WEAPONS VIOLATION"
95,72,ARSON
3739,72,ASSAULT
10549,72,BATTERY
3078,72,BURGLARY
7,72,"CONCEALED CARRY LICENSE VIOLATION"
263,72,"CRIM SEXUAL ASSAULT"
5798,72,"CRIMINAL DAMAGE"
1367,72,"CRIMINAL TRESPASS"
2547,72,"DECEPTIVE PRACTICE"
113,72,GAMBLING
105,72,HOMICIDE
236,72,"INTERFERENCE WITH PUBLIC OFFICER"
32,72,INTIMIDATION
42,72,KIDNAPPING
81,72,"LIQUOR LAW VIOLATION"
2264,72,"MOTOR VEHICLE THEFT"
4329,72,NARCOTICS
1,72,"NON - CRIMINAL"
1,72,"NON-CRIMINAL (SUBJECT SPECIFIED)"
7,72,OBSCENITY
372,72,"OFFENSE INVOLVING CHILDREN"
4,72,"OTHER NARCOTIC VIOLATION"
3213,72,"OTHER OFFENSE"
261,72,PROSTITUTION
1,72,"PUBLIC INDECENCY"
491,72,"PUBLIC PEACE VIOLATION"
2111,72,ROBBERY
209,72,"SEX OFFENSE"
41,72,STALKING
12400,72,THEFT
781,72,"WEAPONS VIOLATION"
111,73,ARSON
4415,73,ASSAULT
13103,73,BATTERY
3758,73,BURGLARY
3,73,"CONCEALED CARRY LICENSE VIOLATION"
338,73,"CRIM SEXUAL ASSAULT"
7432,73,"CRIMINAL DAMAGE"
1621,73,"CRIMINAL TRESPASS"
2892,73,"DECEPTIVE PRACTICE"
192,73,GAMBLING
124,73,HOMICIDE
1,73,"HUMAN TRAFFICKING"
241,73,"INTERFERENCE WITH PUBLIC OFFICER"
32,73,INTIMIDATION
53,73,KIDNAPPING
112,73,"LIQUOR LAW VIOLATION"
2661,73,"MOTOR VEHICLE THEFT"
5123,73,NARCOTICS
1,73,"NON - CRIMINAL"
4,73,NON-CRIMINAL
14,73,OBSCENITY
476,73,"OFFENSE INVOLVING CHILDREN"
1,73,"OTHER NARCOTIC VIOLATION"
3827,73,"OTHER OFFENSE"
342,73,PROSTITUTION
4,73,"PUBLIC INDECENCY"
569,73,"PUBLIC PEACE VIOLATION"
2610,73,ROBBERY
234,73,"SEX OFFENSE"
34,73,STALKING
15583,73,THEFT
873,73,"WEAPONS VIOLATION"
97,74,ARSON
4065,74,ASSAULT
11456,74,BATTERY
3342,74,BURGLARY
5,74,"CONCEALED CARRY LICENSE VIOLATION"
302,74,"CRIM SEXUAL ASSAULT"
6377,74,"CRIMINAL DAMAGE"
1413,74,"CRIMINAL TRESPASS"
2805,74,"DECEPTIVE PRACTICE"
138,74,GAMBLING
122,74,HOMICIDE
1,74,"HUMAN TRAFFICKING"
269,74,"INTERFERENCE WITH PUBLIC OFFICER"
25,74,INTIMIDATION
57,74,KIDNAPPING
98,74,"LIQUOR LAW VIOLATION"
2457,74,"MOTOR VEHICLE THEFT"
5076,74,NARCOTICS
6,74,NON-CRIMINAL
11,74,OBSCENITY
444,74,"OFFENSE INVOLVING CHILDREN"
2,74,"OTHER NARCOTIC VIOLATION"
3627,74,"OTHER OFFENSE"
325,74,PROSTITUTION
1,74,"PUBLIC INDECENCY"
526,74,"PUBLIC PEACE VIOLATION"
2276,74,ROBBERY
244,74,"SEX OFFENSE"
36,74,STALKING
13709,74,THEFT
859,74,"WEAPONS VIOLATION"
100,75,ARSON
3943,75,ASSAULT
11050,75,BATTERY
3467,75,BURGLARY
6,75,"CONCEALED CARRY LICENSE VIOLATION"
283,75,"CRIM SEXUAL ASSAULT"
6305,75,"CRIMINAL DAMAGE"
1399,75,"CRIMINAL TRESPASS"
2846,75,"DECEPTIVE PRACTICE"
149,75,GAMBLING
132,75,HOMICIDE
1,75,"HUMAN TRAFFICKING"
254,75,"INTERFERENCE WITH PUBLIC OFFICER"
28,75,INTIMIDATION
47,75,KIDNAPPING
73,75,"LIQUOR LAW VIOLATION"
2315,75,"MOTOR VEHICLE THEFT"
4449,75,NARCOTICS
1,75,"NON - CRIMINAL"
3,75,NON-CRIMINAL
7,75,OBSCENITY
378,75,"OFFENSE INVOLVING CHILDREN"
1,75,"OTHER NARCOTIC VIOLATION"
3343,75,"OTHER OFFENSE"
272,75,PROSTITUTION
1,75,"PUBLIC INDECENCY"
481,75,"PUBLIC PEACE VIOLATION"
2275,75,ROBBERY
218,75,"SEX OFFENSE"
26,75,STALKING
13442,75,THEFT
753,75,"WEAPONS VIOLATION"
61,76,ARSON
3131,76,ASSAULT
9232,76,BATTERY
3010,76,BURGLARY
4,76,"CONCEALED CARRY LICENSE VIOLATION"
249,76,"CRIM SEXUAL ASSAULT"
5288,76,"CRIMINAL DAMAGE"
1179,76,"CRIMINAL TRESPASS"
2151,76,"DECEPTIVE PRACTICE"
145,76,GAMBLING
107,76,HOMICIDE
1,76,"HUMAN TRAFFICKING"
218,76,"INTERFERENCE WITH PUBLIC OFFICER"
27,76,INTIMIDATION
25,76,KIDNAPPING
77,76,"LIQUOR LAW VIOLATION"
2074,76,"MOTOR VEHICLE THEFT"
3792,76,NARCOTICS
2,76,"NON - CRIMINAL"
3,76,NON-CRIMINAL
8,76,OBSCENITY
371,76,"OFFENSE INVOLVING CHILDREN"
1,76,"OTHER NARCOTIC VIOLATION"
2750,76,"OTHER OFFENSE"
247,76,PROSTITUTION
2,76,"PUBLIC INDECENCY"
396,76,"PUBLIC PEACE VIOLATION"
1867,76,ROBBERY
186,76,"SEX OFFENSE"
26,76,STALKING
11068,76,THEFT
677,76,"WEAPONS VIOLATION"
112,77,ARSON
4870,77,ASSAULT
13583,77,BATTERY
4173,77,BURGLARY
14,77,"CONCEALED CARRY LICENSE VIOLATION"
364,77,"CRIM SEXUAL ASSAULT"
7669,77,"CRIMINAL DAMAGE"
1710,77,"CRIMINAL TRESPASS"
3351,77,"DECEPTIVE PRACTICE"
172,77,GAMBLING
149,77,HOMICIDE
2,77,"HUMAN TRAFFICKING"
287,77,"INTERFERENCE WITH PUBLIC OFFICER"
37,77,INTIMIDATION
56,77,KIDNAPPING
109,77,"LIQUOR LAW VIOLATION"
3012,77,"MOTOR VEHICLE THEFT"
5559,77,NARCOTICS
1,77,"NON - CRIMINAL"
8,77,NON-CRIMINAL
5,77,OBSCENITY
459,77,"OFFENSE INVOLVING CHILDREN"
2,77,"OTHER NARCOTIC VIOLATION"
4072,77,"OTHER OFFENSE"
303,77,PROSTITUTION
6,77,"PUBLIC INDECENCY"
590,77,"PUBLIC PEACE VIOLATION"
2755,77,ROBBERY
272,77,"SEX OFFENSE"
39,77,STALKING
16021,77,THEFT
965,77,"WEAPONS VIOLATION"
65,78,ARSON
3019,78,ASSAULT
8575,78,BATTERY
2617,78,BURGLARY
6,78,"CONCEALED CARRY LICENSE VIOLATION"
230,78,"CRIM SEXUAL ASSAULT"
4803,78,"CRIMINAL DAMAGE"
1094,78,"CRIMINAL TRESPASS"
2115,78,"DECEPTIVE PRACTICE"
114,78,GAMBLING
111,78,HOMICIDE
1,78,"HUMAN TRAFFICKING"
190,78,"INTERFERENCE WITH PUBLIC OFFICER"
15,78,INTIMIDATION
30,78,KIDNAPPING
52,78,"LIQUOR LAW VIOLATION"
1856,78,"MOTOR VEHICLE THEFT"
3288,78,NARCOTICS
2,78,"NON - CRIMINAL"
3,78,NON-CRIMINAL
6,78,OBSCENITY
299,78,"OFFENSE INVOLVING CHILDREN"
2463,78,"OTHER OFFENSE"
197,78,PROSTITUTION
1,78,"PUBLIC INDECENCY"
363,78,"PUBLIC PEACE VIOLATION"
1844,78,ROBBERY
168,78,"SEX OFFENSE"
32,78,STALKING
10637,78,THEFT
631,78,"WEAPONS VIOLATION"
103,79,ARSON
3815,79,ASSAULT
11061,79,BATTERY
3558,79,BURGLARY
9,79,"CONCEALED CARRY LICENSE VIOLATION"
327,79,"CRIM SEXUAL ASSAULT"
6360,79,"CRIMINAL DAMAGE"
1328,79,"CRIMINAL TRESPASS"
2606,79,"DECEPTIVE PRACTICE"
152,79,GAMBLING
110,79,HOMICIDE
2,79,"HUMAN TRAFFICKING"
225,79,"INTERFERENCE WITH PUBLIC OFFICER"
40,79,INTIMIDATION
36,79,KIDNAPPING
84,79,"LIQUOR LAW VIOLATION"
2549,79,"MOTOR VEHICLE THEFT"
4655,79,NARCOTICS
1,79,NON-CRIMINAL
9,79,OBSCENITY
425,79,"OFFENSE INVOLVING CHILDREN"
1,79,"OTHER NARCOTIC VIOLATION"
3272,79,"OTHER OFFENSE"
311,79,PROSTITUTION
2,79,"PUBLIC INDECENCY"
435,79,"PUBLIC PEACE VIOLATION"
2347,79,ROBBERY
204,79,"SEX OFFENSE"
19,79,STALKING
13619,79,THEFT
786,79,"WEAPONS VIOLATION"
82,80,ARSON
2720,80,ASSAULT
8081,80,BATTERY
2532,80,BURGLARY
4,80,"CONCEALED CARRY LICENSE VIOLATION"
198,80,"CRIM SEXUAL ASSAULT"
4490,80,"CRIMINAL DAMAGE"
966,80,"CRIMINAL TRESPASS"
1663,80,"DECEPTIVE PRACTICE"
112,80,GAMBLING
99,80,HOMICIDE
1,80,"HUMAN TRAFFICKING"
147,80,"INTERFERENCE WITH PUBLIC OFFICER"
33,80,INTIMIDATION
25,80,KIDNAPPING
47,80,"LIQUOR LAW VIOLATION"
1764,80,"MOTOR VEHICLE THEFT"
3081,80,NARCOTICS
4,80,NON-CRIMINAL
3,80,OBSCENITY
261,80,"OFFENSE INVOLVING CHILDREN"
1,80,"OTHER NARCOTIC VIOLATION"
2198,80,"OTHER OFFENSE"
139,80,PROSTITUTION
1,80,"PUBLIC INDECENCY"
337,80,"PUBLIC PEACE VIOLATION"
1672,80,ROBBERY
163,80,"SEX OFFENSE"
20,80,STALKING
9203,80,THEFT
504,80,"WEAPONS VIOLATION"
40,81,ARSON
1787,81,ASSAULT
4906,81,BATTERY
1602,81,BURGLARY
6,81,"CONCEALED CARRY LICENSE VIOLATION"
126,81,"CRIM SEXUAL ASSAULT"
2801,81,"CRIMINAL DAMAGE"
605,81,"CRIMINAL TRESPASS"
1186,81,"DECEPTIVE PRACTICE"
53,81,GAMBLING
67,81,HOMICIDE
2,81,"HUMAN TRAFFICKING"
110,81,"INTERFERENCE WITH PUBLIC OFFICER"
9,81,INTIMIDATION
